Date;scenario;IR_10Y_FR;IR_10Y_BE;IR_10Y_IT
2007Q1;Optimistic;0.040931;0.0412;0.042076
2007Q2;Optimistic;0.042909;0.043354;0.044294
2007Q3;Optimistic;0.041434;0.042073;0.04305
2007Q4;Optimistic;0.037837;0.038313;0.039147
2008Q1;Optimistic;0.036145;0.036243;0.037277
2008Q2;Optimistic;0.033511;0.033985;0.034963
2008Q3;Optimistic;0.032053;0.032514;0.033753
2008Q4;Optimistic;0.03386;0.03396;0.035577
2009Q1;Optimistic;0.035085;0.035154;0.03711
2009Q2;Optimistic;0.039879;0.039917;0.042288
2009Q3;Optimistic;0.038945;0.03911;0.041691
2009Q4;Optimistic;0.03787;0.038101;0.040342
2010Q1;Optimistic;0.040451;0.040522;0.042175
2010Q2;Optimistic;0.043804;0.043951;0.045227
2010Q3;Optimistic;0.044357;0.044851;0.04622
2010Q4;Optimistic;0.042998;0.04366;0.044889
2011Q1;Optimistic;0.040352;0.041894;0.04298
2011Q2;Optimistic;0.043988;0.045718;0.04672
2011Q3;Optimistic;0.044815;0.046599;0.048727
2011Q4;Optimistic;0.038343;0.04184;0.045863
2012Q1;Optimistic;0.03609;0.04091;0.044303
2012Q2;Optimistic;0.037659;0.040289;0.043892
2012Q3;Optimistic;0.035951;0.03799;0.041498
2012Q4;Optimistic;0.035098;0.036436;0.039285
2013Q1;Optimistic;0.034485;0.035902;0.03928
2013Q2;Optimistic;0.031771;0.034299;0.040025
2013Q3;Optimistic;0.027764;0.031439;0.038808
2013Q4;Optimistic;0.030141;0.035691;0.041523
2014Q1;Optimistic;0.035438;0.041129;0.047324
2014Q2;Optimistic;0.035139;0.041836;0.04704
2014Q3;Optimistic;0.029374;0.040916;0.054309
2014Q4;Optimistic;0.031926;0.044845;0.063649
2015Q1;Optimistic;0.029913;0.036902;0.056972
2015Q2;Optimistic;0.027758;0.033474;0.056635
2015Q3;Optimistic;0.022074;0.026311;0.057059
2015Q4;Optimistic;0.020895;0.022888;0.047531
2016Q1;Optimistic;0.021558;0.022631;0.044631
2016Q2;Optimistic;0.019305;0.021781;0.04219
2016Q3;Optimistic;0.023602;0.026543;0.043805
2016Q4;Optimistic;0.023298;0.024818;0.041585
2017Q1;Optimistic;0.022892;0.023765;0.036473
2017Q2;Optimistic;0.018876;0.019893;0.030987
2017Q3;Optimistic;0.014605;0.014406;0.026156
2017Q4;Optimistic;0.011038;0.010525;0.022244
2018Q1;Optimistic;0.005864;0.00562;0.015244
2018Q2;Optimistic;0.008356;0.008394;0.017948
2018Q3;Optimistic;0.010416;0.010584;0.019137
2018Q4;Optimistic;0.008841;0.008755;0.016251
2019Q1;Optimistic;0.006448;0.007388;0.014814
2019Q2;Optimistic;0.004479;0.005162;0.014852
2019Q3;Optimistic;0.001688;0.001803;0.011897
2019Q4;Optimistic;0.005685;0.004989;0.017711
2020Q1;Optimistic;0.009694;0.00823;0.021513
2020Q2;Optimistic;0.007873;0.007275;0.021711
2020Q3;Optimistic;0.007481;0.007555;0.020904
2020Q4;Optimistic;0.006103;0.00609;0.01845
2021Q1;Optimistic;0.007645;0.008546;0.020048
2021Q2;Optimistic;0.007583;0.00812;0.022431
2021Q3;Optimistic;0.006499;0.007296;0.028329
2021Q4;Optimistic;0.00742;0.0081;0.032938
2022Q1;Optimistic;0.007;0.007;0.0275
2022Q2;Optimistic;0.007;0.007;0.0275
2022Q3;Optimistic;0.0085;0.0085;0.0295
2022Q4;Optimistic;0.0115;0.0115;0.0325
2023Q1;Optimistic;0.0145;0.0145;0.035
2023Q2;Optimistic;0.0175;0.0175;0.0375
2023Q3;Optimistic;0.0205;0.0205;0.04
2023Q4;Optimistic;0.0235;0.0235;0.0425
2024Q1;Optimistic;0.026;0.026;0.045
2024Q2;Optimistic;0.029;0.029;0.0475
2024Q3;Optimistic;0.032;0.032;0.049
2024Q4;Optimistic;0.033;0.033;0.048
2025Q1;Optimistic;0.0335;0.0335;0.0475
2025Q2;Optimistic;0.034;0.034;0.0475
2025Q3;Optimistic;0.0345;0.0345;0.0475
2025Q4;Optimistic;0.035;0.035;0.047
1993Q1;Adverse;0.098321;0.101354;0
1993Q2;Adverse;0.096248;0.09846;0
1993Q3;Adverse;0.100473;0.099087;0
1993Q4;Adverse;0.101763;0.100621;0
1994Q1;Adverse;0.093334;0.09475;0
1994Q2;Adverse;0.089483;0.091523;0.132305
1994Q3;Adverse;0.090488;0.093332;0.132991
1994Q4;Adverse;0.087983;0.09062;0.128988
1995Q1;Adverse;0.084747;0.08689;0.12644
1995Q2;Adverse;0.086605;0.087887;0.128112
1995Q3;Adverse;0.088974;0.088531;0.138241
1995Q4;Adverse;0.082529;0.080935;0.138561
1996Q1;Adverse;0.076618;0.075334;0.131662
1996Q2;Adverse;0.070824;0.073631;0.125008
1996Q3;Adverse;0.063853;0.071232;0.10217
1996Q4;Adverse;0.059205;0.06886;0.090959
1997Q1;Adverse;0.05999;0.067892;0.08996
1997Q2;Adverse;0.070298;0.076048;0.096538
1997Q3;Adverse;0.076879;0.082456;0.114185
1997Q4;Adverse;0.081034;0.083633;0.121206
1998Q1;Adverse;0.080661;0.083024;0.127856
1998Q2;Adverse;0.075868;0.075927;0.127127
1998Q3;Adverse;0.073514;0.071914;0.117925
1998Q4;Adverse;0.071042;0.068593;0.115945
1999Q1;Adverse;0.065523;0.066242;0.105666
1999Q2;Adverse;0.06508;0.067091;0.09894
1999Q3;Adverse;0.063541;0.066187;0.093825
1999Q4;Adverse;0.058544;0.060006;0.0789
2000Q1;Adverse;0.055664;0.058175;0.074352
2000Q2;Adverse;0.05716;0.059194;0.073904
2000Q3;Adverse;0.054722;0.056916;0.065156
2000Q4;Adverse;0.054938;0.056207;0.060219
2001Q1;Adverse;0.050286;0.051371;0.053625
2001Q2;Adverse;0.049476;0.050268;0.05156
2001Q3;Adverse;0.045191;0.046352;0.047726
2001Q4;Adverse;0.041013;0.042319;0.043165
2002Q1;Adverse;0.039526;0.040768;0.040963
2002Q2;Adverse;0.042085;0.043542;0.043599
2002Q3;Adverse;0.049666;0.051622;0.051358
2002Q4;Adverse;0.053019;0.054316;0.054176
2003Q1;Adverse;0.055876;0.057243;0.05718
2003Q2;Adverse;0.054053;0.0558;0.056026
2003Q3;Adverse;0.054322;0.055921;0.055979
2003Q4;Adverse;0.052456;0.054653;0.054854
2004Q1;Adverse;0.049077;0.051193;0.051677
2004Q2;Adverse;0.051189;0.053105;0.053604
2004Q3;Adverse;0.050194;0.052117;0.052813
2004Q4;Adverse;0.047213;0.0488;0.049367
2005Q1;Adverse;0.050659;0.051833;0.052461
2005Q2;Adverse;0.052051;0.052966;0.053632
2005Q3;Adverse;0.047025;0.048124;0.048537
2005Q4;Adverse;0.045187;0.045784;0.046789
2006Q1;Adverse;0.041044;0.041337;0.042499
2006Q2;Adverse;0.039277;0.038893;0.04019
2006Q3;Adverse;0.041149;0.041743;0.042473
2006Q4;Adverse;0.042992;0.043641;0.04446
2007Q1;Adverse;0.040931;0.0412;0.042076
2007Q2;Adverse;0.042909;0.043354;0.044294
2007Q3;Adverse;0.041434;0.042073;0.04305
2007Q4;Adverse;0.037837;0.038313;0.039147
2008Q1;Adverse;0.036145;0.036243;0.037277
2008Q2;Adverse;0.033511;0.033985;0.034963
2008Q3;Adverse;0.032053;0.032514;0.033753
2008Q4;Adverse;0.03386;0.03396;0.035577
2009Q1;Adverse;0.035085;0.035154;0.03711
2009Q2;Adverse;0.039879;0.039917;0.042288
2009Q3;Adverse;0.038945;0.03911;0.041691
2009Q4;Adverse;0.03787;0.038101;0.040342
2010Q1;Adverse;0.040451;0.040522;0.042175
2010Q2;Adverse;0.043804;0.043951;0.045227
2010Q3;Adverse;0.044357;0.044851;0.04622
2010Q4;Adverse;0.042998;0.04366;0.044889
2011Q1;Adverse;0.040352;0.041894;0.04298
2011Q2;Adverse;0.043988;0.045718;0.04672
2011Q3;Adverse;0.044815;0.046599;0.048727
2011Q4;Adverse;0.038343;0.04184;0.045863
2012Q1;Adverse;0.03609;0.04091;0.044303
2012Q2;Adverse;0.037659;0.040289;0.043892
2012Q3;Adverse;0.035951;0.03799;0.041498
2012Q4;Adverse;0.035098;0.036436;0.039285
2013Q1;Adverse;0.034485;0.035902;0.03928
2013Q2;Adverse;0.031771;0.034299;0.040025
2013Q3;Adverse;0.027764;0.031439;0.038808
2013Q4;Adverse;0.030141;0.035691;0.041523
2014Q1;Adverse;0.035438;0.041129;0.047324
2014Q2;Adverse;0.035139;0.041836;0.04704
2014Q3;Adverse;0.029374;0.040916;0.054309
2014Q4;Adverse;0.031926;0.044845;0.063649
2015Q1;Adverse;0.029913;0.036902;0.056972
2015Q2;Adverse;0.027758;0.033474;0.056635
2015Q3;Adverse;0.022074;0.026311;0.057059
2015Q4;Adverse;0.020895;0.022888;0.047531
2016Q1;Adverse;0.021558;0.022631;0.044631
2016Q2;Adverse;0.019305;0.021781;0.04219
2016Q3;Adverse;0.023602;0.026543;0.043805
2016Q4;Adverse;0.023298;0.024818;0.041585
2017Q1;Adverse;0.022892;0.023765;0.036473
2017Q2;Adverse;0.018876;0.019893;0.030987
2017Q3;Adverse;0.014605;0.014406;0.026156
2017Q4;Adverse;0.011038;0.010525;0.022244
2018Q1;Adverse;0.005864;0.00562;0.015244
2018Q2;Adverse;0.008356;0.008394;0.017948
2018Q3;Adverse;0.010416;0.010584;0.019137
2018Q4;Adverse;0.008841;0.008755;0.016251
2019Q1;Adverse;0.006448;0.007388;0.014814
2019Q2;Adverse;0.004479;0.005162;0.014852
2019Q3;Adverse;0.001688;0.001803;0.011897
2019Q4;Adverse;0.005685;0.004989;0.017711
2020Q1;Adverse;0.009694;0.00823;0.021513
2020Q2;Adverse;0.007873;0.007275;0.021711
2020Q3;Adverse;0.007481;0.007555;0.020904
2020Q4;Adverse;0.006103;0.00609;0.01845
2021Q1;Adverse;0.007645;0.008546;0.020048
2021Q2;Adverse;0.007583;0.00812;0.022431
2021Q3;Adverse;0.006499;0.007296;0.028329
2021Q4;Adverse;0.00742;0.0081;0.032938
2022Q1;Adverse;0.007;0.007;0.0275
2022Q2;Adverse;0.007;0.007;0.0275
2022Q3;Adverse;0.0065;0.0065;0.0285
2022Q4;Adverse;0.0065;0.0065;0.0295
2023Q1;Adverse;0.0065;0.0065;0.0305
2023Q2;Adverse;0.0065;0.0065;0.0315
2023Q3;Adverse;0.0065;0.0065;0.0325
2023Q4;Adverse;0.006;0.006;0.033
2024Q1;Adverse;0.006;0.006;0.0335
2024Q2;Adverse;0.006;0.006;0.0335
2024Q3;Adverse;0.006;0.006;0.0325
2024Q4;Adverse;0.006;0.006;0.031
2025Q1;Adverse;0.006;0.006;0.0305
2025Q2;Adverse;0.006;0.006;0.03
2025Q3;Adverse;0.006;0.006;0.0295
2025Q4;Adverse;0.007;0.007;0.029
1993Q1;Central;0.098321;0.101354;0
1993Q2;Central;0.096248;0.09846;0
1993Q3;Central;0.100473;0.099087;0
1993Q4;Central;0.101763;0.100621;0
1994Q1;Central;0.093334;0.09475;0
1994Q2;Central;0.089483;0.091523;0.132305
1994Q3;Central;0.090488;0.093332;0.132991
1994Q4;Central;0.087983;0.09062;0.128988
1995Q1;Central;0.084747;0.08689;0.12644
1995Q2;Central;0.086605;0.087887;0.128112
1995Q3;Central;0.088974;0.088531;0.138241
1995Q4;Central;0.082529;0.080935;0.138561
1996Q1;Central;0.076618;0.075334;0.131662
1996Q2;Central;0.070824;0.073631;0.125008
1996Q3;Central;0.063853;0.071232;0.10217
1996Q4;Central;0.059205;0.06886;0.090959
1997Q1;Central;0.05999;0.067892;0.08996
1997Q2;Central;0.070298;0.076048;0.096538
1997Q3;Central;0.076879;0.082456;0.114185
1997Q4;Central;0.081034;0.083633;0.121206
1998Q1;Central;0.080661;0.083024;0.127856
1998Q2;Central;0.075868;0.075927;0.127127
1998Q3;Central;0.073514;0.071914;0.117925
1998Q4;Central;0.071042;0.068593;0.115945
1999Q1;Central;0.065523;0.066242;0.105666
1999Q2;Central;0.06508;0.067091;0.09894
1999Q3;Central;0.063541;0.066187;0.093825
1999Q4;Central;0.058544;0.060006;0.0789
2000Q1;Central;0.055664;0.058175;0.074352
2000Q2;Central;0.05716;0.059194;0.073904
2000Q3;Central;0.054722;0.056916;0.065156
2000Q4;Central;0.054938;0.056207;0.060219
2001Q1;Central;0.050286;0.051371;0.053625
2001Q2;Central;0.049476;0.050268;0.05156
2001Q3;Central;0.045191;0.046352;0.047726
2001Q4;Central;0.041013;0.042319;0.043165
2002Q1;Central;0.039526;0.040768;0.040963
2002Q2;Central;0.042085;0.043542;0.043599
2002Q3;Central;0.049666;0.051622;0.051358
2002Q4;Central;0.053019;0.054316;0.054176
2003Q1;Central;0.055876;0.057243;0.05718
2003Q2;Central;0.054053;0.0558;0.056026
2003Q3;Central;0.054322;0.055921;0.055979
2003Q4;Central;0.052456;0.054653;0.054854
2004Q1;Central;0.049077;0.051193;0.051677
2004Q2;Central;0.051189;0.053105;0.053604
2004Q3;Central;0.050194;0.052117;0.052813
2004Q4;Central;0.047213;0.0488;0.049367
2005Q1;Central;0.050659;0.051833;0.052461
2005Q2;Central;0.052051;0.052966;0.053632
2005Q3;Central;0.047025;0.048124;0.048537
2005Q4;Central;0.045187;0.045784;0.046789
2006Q1;Central;0.041044;0.041337;0.042499
2006Q2;Central;0.039277;0.038893;0.04019
2006Q3;Central;0.041149;0.041743;0.042473
2006Q4;Central;0.042992;0.043641;0.04446
2007Q1;Central;0.040931;0.0412;0.042076
2007Q2;Central;0.042909;0.043354;0.044294
2007Q3;Central;0.041434;0.042073;0.04305
2007Q4;Central;0.037837;0.038313;0.039147
2008Q1;Central;0.036145;0.036243;0.037277
2008Q2;Central;0.033511;0.033985;0.034963
2008Q3;Central;0.032053;0.032514;0.033753
2008Q4;Central;0.03386;0.03396;0.035577
2009Q1;Central;0.035085;0.035154;0.03711
2009Q2;Central;0.039879;0.039917;0.042288
2009Q3;Central;0.038945;0.03911;0.041691
2009Q4;Central;0.03787;0.038101;0.040342
2010Q1;Central;0.040451;0.040522;0.042175
2010Q2;Central;0.043804;0.043951;0.045227
2010Q3;Central;0.044357;0.044851;0.04622
2010Q4;Central;0.042998;0.04366;0.044889
2011Q1;Central;0.040352;0.041894;0.04298
2011Q2;Central;0.043988;0.045718;0.04672
2011Q3;Central;0.044815;0.046599;0.048727
2011Q4;Central;0.038343;0.04184;0.045863
2012Q1;Central;0.03609;0.04091;0.044303
2012Q2;Central;0.037659;0.040289;0.043892
2012Q3;Central;0.035951;0.03799;0.041498
2012Q4;Central;0.035098;0.036436;0.039285
2013Q1;Central;0.034485;0.035902;0.03928
2013Q2;Central;0.031771;0.034299;0.040025
2013Q3;Central;0.027764;0.031439;0.038808
2013Q4;Central;0.030141;0.035691;0.041523
2014Q1;Central;0.035438;0.041129;0.047324
2014Q2;Central;0.035139;0.041836;0.04704
2014Q3;Central;0.029374;0.040916;0.054309
2014Q4;Central;0.031926;0.044845;0.063649
2015Q1;Central;0.029913;0.036902;0.056972
2015Q2;Central;0.027758;0.033474;0.056635
2015Q3;Central;0.022074;0.026311;0.057059
2015Q4;Central;0.020895;0.022888;0.047531
2016Q1;Central;0.021558;0.022631;0.044631
2016Q2;Central;0.019305;0.021781;0.04219
2016Q3;Central;0.023602;0.026543;0.043805
2016Q4;Central;0.023298;0.024818;0.041585
2017Q1;Central;0.022892;0.023765;0.036473
2017Q2;Central;0.018876;0.019893;0.030987
2017Q3;Central;0.014605;0.014406;0.026156
2017Q4;Central;0.011038;0.010525;0.022244
2018Q1;Central;0.005864;0.00562;0.015244
2018Q2;Central;0.008356;0.008394;0.017948
2018Q3;Central;0.010416;0.010584;0.019137
2018Q4;Central;0.008841;0.008755;0.016251
2019Q1;Central;0.006448;0.007388;0.014814
2019Q2;Central;0.004479;0.005162;0.014852
2019Q3;Central;0.001688;0.001803;0.011897
2019Q4;Central;0.005685;0.004989;0.017711
2020Q1;Central;0.009694;0.00823;0.021513
2020Q2;Central;0.007873;0.007275;0.021711
2020Q3;Central;0.007481;0.007555;0.020904
2020Q4;Central;0.006103;0.00609;0.01845
2021Q1;Central;0.007645;0.008546;0.020048
2021Q2;Central;0.007583;0.00812;0.022431
2021Q3;Central;0.006499;0.007296;0.028329
2021Q4;Central;0.00742;0.0081;0.032938
2022Q1;Central;0.007;0.007;0.0275
2022Q2;Central;0.007;0.007;0.0275
2022Q3;Central;0.007;0.007;0.028
2022Q4;Central;0.0075;0.0075;0.0285
2023Q1;Central;0.008;0.008;0.029
2023Q2;Central;0.0085;0.0085;0.0295
2023Q3;Central;0.009;0.009;0.03
2023Q4;Central;0.0095;0.0095;0.0305
2024Q1;Central;0.0095;0.0095;0.031
2024Q2;Central;0.01;0.01;0.0315
2024Q3;Central;0.0105;0.0105;0.031
2024Q4;Central;0.011;0.011;0.03
2025Q1;Central;0.0115;0.0115;0.03
2025Q2;Central;0.012;0.012;0.03
2025Q3;Central;0.0125;0.0125;0.03
2025Q4;Central;0.0135;0.0135;0.03
1993Q1;Extreme;0.098321;0.101354;0
1993Q2;Extreme;0.096248;0.09846;0
1993Q3;Extreme;0.100473;0.099087;0
1993Q4;Extreme;0.101763;0.100621;0
1994Q1;Extreme;0.093334;0.09475;0
1994Q2;Extreme;0.089483;0.091523;0.132305
1994Q3;Extreme;0.090488;0.093332;0.132991
1994Q4;Extreme;0.087983;0.09062;0.128988
1995Q1;Extreme;0.084747;0.08689;0.12644
1995Q2;Extreme;0.086605;0.087887;0.128112
1995Q3;Extreme;0.088974;0.088531;0.138241
1995Q4;Extreme;0.082529;0.080935;0.138561
1996Q1;Extreme;0.076618;0.075334;0.131662
1996Q2;Extreme;0.070824;0.073631;0.125008
1996Q3;Extreme;0.063853;0.071232;0.10217
1996Q4;Extreme;0.059205;0.06886;0.090959
1997Q1;Extreme;0.05999;0.067892;0.08996
1997Q2;Extreme;0.070298;0.076048;0.096538
1997Q3;Extreme;0.076879;0.082456;0.114185
1997Q4;Extreme;0.081034;0.083633;0.121206
1998Q1;Extreme;0.080661;0.083024;0.127856
1998Q2;Extreme;0.075868;0.075927;0.127127
1998Q3;Extreme;0.073514;0.071914;0.117925
1998Q4;Extreme;0.071042;0.068593;0.115945
1999Q1;Extreme;0.065523;0.066242;0.105666
1999Q2;Extreme;0.06508;0.067091;0.09894
1999Q3;Extreme;0.063541;0.066187;0.093825
1999Q4;Extreme;0.058544;0.060006;0.0789
2000Q1;Extreme;0.055664;0.058175;0.074352
2000Q2;Extreme;0.05716;0.059194;0.073904
2000Q3;Extreme;0.054722;0.056916;0.065156
2000Q4;Extreme;0.054938;0.056207;0.060219
2001Q1;Extreme;0.050286;0.051371;0.053625
2001Q2;Extreme;0.049476;0.050268;0.05156
2001Q3;Extreme;0.045191;0.046352;0.047726
2001Q4;Extreme;0.041013;0.042319;0.043165
2002Q1;Extreme;0.039526;0.040768;0.040963
2002Q2;Extreme;0.042085;0.043542;0.043599
2002Q3;Extreme;0.049666;0.051622;0.051358
2002Q4;Extreme;0.053019;0.054316;0.054176
2003Q1;Extreme;0.055876;0.057243;0.05718
2003Q2;Extreme;0.054053;0.0558;0.056026
2003Q3;Extreme;0.054322;0.055921;0.055979
2003Q4;Extreme;0.052456;0.054653;0.054854
2004Q1;Extreme;0.049077;0.051193;0.051677
2004Q2;Extreme;0.051189;0.053105;0.053604
2004Q3;Extreme;0.050194;0.052117;0.052813
2004Q4;Extreme;0.047213;0.0488;0.049367
2005Q1;Extreme;0.050659;0.051833;0.052461
2005Q2;Extreme;0.052051;0.052966;0.053632
2005Q3;Extreme;0.047025;0.048124;0.048537
2005Q4;Extreme;0.045187;0.045784;0.046789
2006Q1;Extreme;0.041044;0.041337;0.042499
2006Q2;Extreme;0.039277;0.038893;0.04019
2006Q3;Extreme;0.041149;0.041743;0.042473
2006Q4;Extreme;0.042992;0.043641;0.04446
2007Q1;Extreme;0.040931;0.0412;0.042076
2007Q2;Extreme;0.042909;0.043354;0.044294
2007Q3;Extreme;0.041434;0.042073;0.04305
2007Q4;Extreme;0.037837;0.038313;0.039147
2008Q1;Extreme;0.036145;0.036243;0.037277
2008Q2;Extreme;0.033511;0.033985;0.034963
2008Q3;Extreme;0.032053;0.032514;0.033753
2008Q4;Extreme;0.03386;0.03396;0.035577
2009Q1;Extreme;0.035085;0.035154;0.03711
2009Q2;Extreme;0.039879;0.039917;0.042288
2009Q3;Extreme;0.038945;0.03911;0.041691
2009Q4;Extreme;0.03787;0.038101;0.040342
2010Q1;Extreme;0.040451;0.040522;0.042175
2010Q2;Extreme;0.043804;0.043951;0.045227
2010Q3;Extreme;0.044357;0.044851;0.04622
2010Q4;Extreme;0.042998;0.04366;0.044889
2011Q1;Extreme;0.040352;0.041894;0.04298
2011Q2;Extreme;0.043988;0.045718;0.04672
2011Q3;Extreme;0.044815;0.046599;0.048727
2011Q4;Extreme;0.038343;0.04184;0.045863
2012Q1;Extreme;0.03609;0.04091;0.044303
2012Q2;Extreme;0.037659;0.040289;0.043892
2012Q3;Extreme;0.035951;0.03799;0.041498
2012Q4;Extreme;0.035098;0.036436;0.039285
2013Q1;Extreme;0.034485;0.035902;0.03928
2013Q2;Extreme;0.031771;0.034299;0.040025
2013Q3;Extreme;0.027764;0.031439;0.038808
2013Q4;Extreme;0.030141;0.035691;0.041523
2014Q1;Extreme;0.035438;0.041129;0.047324
2014Q2;Extreme;0.035139;0.041836;0.04704
2014Q3;Extreme;0.029374;0.040916;0.054309
2014Q4;Extreme;0.031926;0.044845;0.063649
2015Q1;Extreme;0.029913;0.036902;0.056972
2015Q2;Extreme;0.027758;0.033474;0.056635
2015Q3;Extreme;0.022074;0.026311;0.057059
2015Q4;Extreme;0.020895;0.022888;0.047531
2016Q1;Extreme;0.021558;0.022631;0.044631
2016Q2;Extreme;0.019305;0.021781;0.04219
2016Q3;Extreme;0.023602;0.026543;0.043805
2016Q4;Extreme;0.023298;0.024818;0.041585
2017Q1;Extreme;0.022892;0.023765;0.036473
2017Q2;Extreme;0.018876;0.019893;0.030987
2017Q3;Extreme;0.014605;0.014406;0.026156
2017Q4;Extreme;0.011038;0.010525;0.022244
2018Q1;Extreme;0.005864;0.00562;0.015244
2018Q2;Extreme;0.008356;0.008394;0.017948
2018Q3;Extreme;0.010416;0.010584;0.019137
2018Q4;Extreme;0.008841;0.008755;0.016251
2019Q1;Extreme;0.006448;0.007388;0.014814
2019Q2;Extreme;0.004479;0.005162;0.014852
2019Q3;Extreme;0.001688;0.001803;0.011897
2019Q4;Extreme;0.005685;0.004989;0.017711
2020Q1;Extreme;0.009694;0.00823;0.021513
2020Q2;Extreme;0.007873;0.007275;0.021711
2020Q3;Extreme;0.007481;0.007555;0.020904
2020Q4;Extreme;0.006103;0.00609;0.01845
2021Q1;Extreme;0.007645;0.008546;0.020048
2021Q2;Extreme;0.007583;0.00812;0.022431
2021Q3;Extreme;0.006499;0.007296;0.028329
2021Q4;Extreme;0.00742;0.0081;0.032938
2022Q1;Extreme;0.007;0.007;0.0275
2022Q2;Extreme;0.007;0.007;0.0275
2022Q3;Extreme;0.0065;0.0065;0.0285
2022Q4;Extreme;0.0065;0.0065;0.0295
2023Q1;Extreme;0.0065;0.0065;0.0305
2023Q2;Extreme;0.0065;0.0065;0.0315
2023Q3;Extreme;0.0065;0.0065;0.0325
2023Q4;Extreme;0.006;0.006;0.033
2024Q1;Extreme;0.006;0.006;0.0335
2024Q2;Extreme;0.006;0.006;0.0335
2024Q3;Extreme;0.006;0.006;0.0325
2024Q4;Extreme;0.006;0.006;0.031
2025Q1;Extreme;0.006;0.006;0.0305
2025Q2;Extreme;0.006;0.006;0.03
2025Q3;Extreme;0.006;0.006;0.0295
2025Q4;Extreme;0.007;0.007;0.029
